PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked
1,0,3,"Braund, Mr. Owen Harris",male,22.0,1,0,,7.25,S
2,1,1,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",female,38.0,1,0,,71.2833,C
3,1,3,"Heikkinen, Miss. Laina",female,26.0,0,0,,7.925,S
4,1,1,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",female,35.0,1,0,113803.0,53.1,S
5,0,3,"Allen, Mr. William Henry",male,35.0,0,0,373450.0,8.05,S
8,0,3,"Palsson, Master. Gosta Leonard",male,2.0,3,1,349909.0,21.075,S
9,1,3,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",female,27.0,0,2,347742.0,11.1333,S
10,1,2,"Nasser, Mrs. Nicholas (Adele Achem)",female,14.0,1,0,237736.0,30.0708,C
11,1,3,"Sandstrom, Miss. Marguerite Rut",female,4.0,1,1,,16.7,S
13,0,3,"Saundercock, Mr. William Henry",male,20.0,0,0,,8.05,S
14,0,3,"Andersson, Mr. Anders Johan",male,39.0,1,5,347082.0,31.275,S
16,1,2,"Hewlett, Mrs. (Mary D Kingcome) ",female,55.0,0,0,248706.0,16.0,S
21,0,2,"Fynney, Mr. Joseph J",male,35.0,0,0,239865.0,26.0,S
23,1,3,"McGowan, Miss. Anna ""Annie""",female,15.0,0,0,330923.0,8.0292,Q
24,1,1,"Sloper, Mr. William Thompson",male,28.0,0,0,113788.0,35.5,S
26,1,3,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,38.0,1,5,347077.0,31.3875,S
28,0,1,"Fortune, Mr. Charles Alexander",male,19.0,3,2,19950.0,263.0,S
31,0,1,"Uruchurtu, Don. Manuel E",male,40.0,0,0,,27.7208,C
34,0,2,"Wheadon, Mr. Edward H",male,66.0,0,0,,10.5,S
40,1,3,"Nicola-Yarred, Miss. Jamila",female,14.0,1,0,2651.0,11.2417,C
41,0,3,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,40.0,1,0,7546.0,9.475,S
42,0,2,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",female,27.0,1,0,11668.0,21.0,S
44,1,2,"Laroche, Miss. Simonne Marie Anne Andree",female,3.0,1,2,,41.5792,C
45,1,3,"Devaney, Miss. Margaret Delia",female,19.0,0,0,330958.0,7.8792,Q
50,0,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,18.0,1,0,349237.0,17.8,S
51,0,3,"Panula, Master. Juha Niilo",male,7.0,4,1,3101295.0,39.6875,S
52,0,3,"Nosworthy, Mr. Richard Cater",male,21.0,0,0,,7.8,S
53,1,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",female,49.0,1,0,,76.7292,C
54,1,2,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,29.0,1,0,2926.0,26.0,S
55,0,1,"Ostby, Mr. Engelhart Cornelius",male,65.0,0,1,113509.0,61.9792,C
57,1,2,"Rugg, Miss. Emily",female,21.0,0,0,,10.5,S
58,0,3,"Novel, Mr. Mansouer",male,28.5,0,0,2697.0,7.2292,C
59,1,2,"West, Miss. Constance Mirium",female,5.0,1,2,,27.75,S
60,0,3,"Goodwin, Master. William Frederick",male,11.0,5,2,,46.9,S
61,0,3,"Sirayanian, Mr. Orsen",male,22.0,0,0,2669.0,7.2292,C
63,0,1,"Harris, Mr. Henry Birkhardt",male,45.0,1,0,36973.0,83.475,S
67,1,2,"Nye, Mrs. (Elizabeth Ramell)",female,29.0,0,0,,10.5,S
68,0,3,"Crease, Mr. Ernest James",male,19.0,0,0,,8.1583,S
69,1,3,"Andersson, Miss. Erna Alexandra",female,17.0,4,2,3101281.0,7.925,S
71,0,2,"Jenkin, Mr. Stephen Curnow",male,32.0,0,0,,10.5,S
72,0,3,"Goodwin, Miss. Lillian Amy",female,16.0,5,2,,46.9,S
73,0,2,"Hood, Mr. Ambrose Jr",male,21.0,0,0,,73.5,S
74,0,3,"Chronopoulos, Mr. Apostolos",male,26.0,1,0,2680.0,14.4542,C
75,1,3,"Bing, Mr. Lee",male,32.0,0,0,1601.0,56.4958,S
76,0,3,"Moen, Mr. Sigurd Hansen",male,25.0,0,0,348123.0,7.65,S
79,1,2,"Caldwell, Master. Alden Gates",male,0.83,0,2,248738.0,29.0,S
80,1,3,"Dowdell, Miss. Elizabeth",female,30.0,0,0,364516.0,12.475,S
81,0,3,"Waelens, Mr. Achille",male,22.0,0,0,345767.0,9.0,S
82,1,3,"Sheerlinck, Mr. Jan Baptist",male,29.0,0,0,345779.0,9.5,S
84,0,1,"Carrau, Mr. Francisco M",male,28.0,0,0,113059.0,47.1,S
85,1,2,"Ilett, Miss. Bertha",female,17.0,0,0,,10.5,S
86,1,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,33.0,3,0,3101278.0,15.85,S
87,0,3,"Ford, Mr. William Neal",male,16.0,1,3,,34.375,S
89,1,1,"Fortune, Miss. Mabel Helen",female,23.0,3,2,19950.0,263.0,S
90,0,3,"Celotti, Mr. Francesco",male,24.0,0,0,343275.0,8.05,S
91,0,3,"Christmann, Mr. Emil",male,29.0,0,0,343276.0,8.05,S
92,0,3,"Andreasson, Mr. Paul Edvin",male,20.0,0,0,347466.0,7.8542,S
93,0,1,"Chaffee, Mr. Herbert Fuller",male,46.0,1,0,,61.175,S
94,0,3,"Dean, Mr. Bertram Frank",male,26.0,1,2,,20.575,S
95,0,3,"Coxon, Mr. Daniel",male,59.0,0,0,364500.0,7.25,S
97,0,1,"Goldschmidt, Mr. George B",male,71.0,0,0,,34.6542,C
98,1,1,"Greenfield, Mr. William Bertram",male,23.0,0,1,,63.3583,C
99,1,2,"Doling, Mrs. John T (Ada Julia Bone)",female,34.0,0,1,231919.0,23.0,S
101,0,3,"Petranec, Miss. Matilda",female,28.0,0,0,349245.0,7.8958,S
105,0,3,"Gustafsson, Mr. Anders Vilhelm",male,37.0,2,0,3101276.0,7.925,S
107,1,3,"Salkjelsvik, Miss. Anna Kristine",female,21.0,0,0,343120.0,7.65,S
109,0,3,"Rekic, Mr. Tido",male,38.0,0,0,349249.0,7.8958,S
111,0,1,"Porter, Mr. Walter Chamberlain",male,47.0,0,0,110465.0,52.0,S
113,0,3,"Barton, Mr. David John",male,22.0,0,0,324669.0,8.05,S
114,0,3,"Jussila, Miss. Katriina",female,20.0,1,0,4136.0,9.825,S
117,0,3,"Connors, Mr. Patrick",male,70.5,0,0,370369.0,7.75,Q
120,0,3,"Andersson, Miss. Ellis Anna Maria",female,2.0,4,2,347082.0,31.275,S
121,0,2,"Hickman, Mr. Stanley George",male,21.0,2,0,,73.5,S
123,0,2,"Nasser, Mr. Nicholas",male,32.5,1,0,237736.0,30.0708,C
124,1,2,"Webber, Miss. Susan",female,32.5,0,0,27267.0,13.0,S
128,1,3,"Madsen, Mr. Fridtjof Arne",male,24.0,0,0,,7.1417,S
133,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47.0,1,0,,14.5,S
135,0,2,"Sobey, Mr. Samuel James Hayden",male,25.0,0,0,,13.0,S
138,0,1,"Futrelle, Mr. Jacques Heath",male,37.0,1,0,113803.0,53.1,S
139,0,3,"Osen, Mr. Olaf Elon",male,16.0,0,0,7534.0,9.2167,S
140,0,1,"Giglio, Mr. Victor",male,24.0,0,0,,79.2,C
142,1,3,"Nysten, Miss. Anna Sofia",female,22.0,0,0,347081.0,7.75,S
144,0,3,"Burke, Mr. Jeremiah",male,19.0,0,0,365222.0,6.75,Q
147,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27.0,0,0,350043.0,7.7958,S
148,0,3,"Ford, Miss. Robina Maggie ""Ruby""",female,9.0,2,2,,34.375,S
149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0,2,230080.0,26.0,S
150,0,2,"Byles, Rev. Thomas Roussel Davids",male,42.0,0,0,244310.0,13.0,S
152,1,1,"Pears, Mrs. Thomas (Edith Wearne)",female,22.0,1,0,113776.0,66.6,S
153,0,3,"Meo, Mr. Alfonzo",male,55.5,0,0,,8.05,S
154,0,3,"van Billiard, Mr. Austin Blyler",male,40.5,0,2,,14.5,S
156,0,1,"Williams, Mr. Charles Duane",male,51.0,0,1,,61.3792,C
157,1,3,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,0,0,35851.0,7.7333,Q
158,0,3,"Corn, Mr. Harry",male,30.0,0,0,,8.05,S
161,0,3,"Cribb, Mr. John Hatfield",male,44.0,0,1,371362.0,16.1,S
164,0,3,"Calic, Mr. Jovo",male,17.0,0,0,315093.0,8.6625,S
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",male,9.0,0,2,363291.0,20.525,S
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45.0,1,4,347088.0,27.9,S
170,0,3,"Ling, Mr. Lee",male,28.0,0,0,1601.0,56.4958,S
171,0,1,"Van der hoef, Mr. Wyckoff",male,61.0,0,0,111240.0,33.5,S
173,1,3,"Johnson, Miss. Eleanor Ileen",female,1.0,1,1,347742.0,11.1333,S
174,0,3,"Sivola, Mr. Antti Wilhelm",male,21.0,0,0,,7.925,S
176,0,3,"Klasen, Mr. Klas Albin",male,18.0,1,1,350404.0,7.8542,S
179,0,2,"Hale, Mr. Reginald",male,30.0,0,0,250653.0,13.0,S
180,0,3,"Leonard, Mr. Lionel",male,36.0,0,0,,0.0,S
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,347077.0,31.3875,S
184,1,2,"Becker, Master. Richard F",male,1.0,2,1,230136.0,39.0,S
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,0,2,315153.0,22.025,S
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0,0,0,111428.0,26.55,S
190,0,3,"Turcin, Mr. Stjepan",male,36.0,0,0,349247.0,7.8958,S
191,1,2,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,234604.0,13.0,S
192,0,2,"Carbines, Mr. William",male,19.0,0,0,28424.0,13.0,S
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,350046.0,7.8542,S
194,1,2,"Navratil, Master. Michel M",male,3.0,1,1,230080.0,26.0,S
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0,0,0,,27.7208,C
196,1,1,"Lurette, Miss. Elise",female,58.0,0,0,,146.5208,C
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,0,1,4579.0,8.4042,S
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,0,0,248747.0,13.0,S
201,0,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,345770.0,9.5,S
203,0,3,"Johanson, Mr. Jakob Alfred",male,34.0,0,0,3101264.0,6.4958,S
204,0,3,"Youseff, Mr. Gerious",male,45.5,0,0,2628.0,7.225,C
205,1,3,"Cohen, Mr. Gurshon ""Gus""",male,18.0,0,0,,8.05,S
207,0,3,"Backstrom, Mr. Karl Alfred",male,32.0,1,0,3101278.0,15.85,S
208,1,3,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,2699.0,18.7875,C
210,1,1,"Blank, Mr. Henry",male,40.0,0,0,112277.0,31.0,C
211,0,3,"Ali, Mr. Ahmed",male,24.0,0,0,,7.05,S
212,1,2,"Cameron, Miss. Clear Annie",female,35.0,0,0,,21.0,S
213,0,3,"Perkin, Mr. John Henry",male,22.0,0,0,,7.25,S
216,1,1,"Newell, Miss. Madeleine",female,31.0,1,0,35273.0,113.275,C
219,1,1,"Bazzani, Miss. Albina",female,32.0,0,0,11813.0,76.2917,C
220,0,2,"Harris, Mr. Walter",male,30.0,0,0,,10.5,S
221,1,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,,8.05,S
222,0,2,"Bracken, Mr. James H",male,27.0,0,0,220367.0,13.0,S
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,19943.0,90.0,S
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,,9.35,S
227,1,2,"Mellors, Mr. William John",male,19.0,0,0,,10.5,S
228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,,7.25,S
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171.0,13.0,S
232,0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067.0,7.775,S
235,0,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,,10.5,S
237,0,2,"Hold, Mr. Stephen",male,44.0,1,0,26707.0,26.0,S
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,,26.25,S
239,0,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,28665.0,10.5,S
240,0,2,"Hunt, Mr. George Henry",male,33.0,0,0,,12.275,S
243,0,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,,10.5,S
244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,,7.125,S
246,0,1,"Minahan, Dr. William Edward",male,44.0,2,0,19928.0,90.0,Q
249,1,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751.0,52.5542,S
250,0,2,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,244252.0,26.0,S
253,0,1,"Stead, Mr. William Thomas",male,62.0,0,0,113514.0,26.55,S
254,0,3,"Lobb, Mr. William Arthur",male,30.0,1,0,,16.1,S
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,370129.0,20.2125,S
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650.0,15.2458,C
259,1,1,"Ward, Miss. Anna",female,35.0,0,0,,512.3292,C
260,1,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433.0,26.0,S
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077.0,31.3875,S
264,0,1,"Harrison, Mr. William",male,40.0,0,0,112059.0,0.0,S
266,0,2,"Reeves, Mr. David",male,36.0,0,0,,10.5,S
267,0,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295.0,39.6875,S
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,,153.4625,S
270,1,1,"Bissette, Miss. Amelia",female,35.0,0,0,,135.6333,S
272,1,3,"Tornquist, Mr. William Henry",male,25.0,0,0,,0.0,S
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,250644.0,19.5,S
274,0,1,"Natsch, Mr. Charles H",male,37.0,0,1,,29.7,C
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502.0,77.9583,S
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073.0,7.75,S
279,0,3,"Rice, Master. Eric",male,7.0,4,1,382652.0,29.125,Q
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,,20.25,S
281,0,3,"Duane, Mr. Frank",male,65.0,0,0,336439.0,7.75,Q
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464.0,7.8542,S
283,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778.0,9.5,S
284,1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,,8.05,S
287,1,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774.0,9.5,S
289,1,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798.0,13.0,S
290,1,3,"Connolly, Miss. Kate",female,22.0,0,0,370373.0,7.75,Q
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877.0,78.85,S
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967.0,91.0792,C
294,0,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236.0,8.85,S
295,0,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233.0,7.8958,S
298,0,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781.0,151.55,S
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,,247.5208,C
306,1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781.0,151.55,S
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,,108.9,C
309,0,2,"Abelson, Mr. Samuel",male,30.0,1,0,,24.0,C
310,1,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,,56.9292,C
311,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767.0,83.1583,C
312,1,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,,262.375,C
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651.0,26.0,S
314,0,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243.0,7.8958,S
315,0,2,"Hart, Mr. Benjamin",male,43.0,1,1,,26.25,S
316,1,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470.0,7.8542,S
318,0,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011.0,14.0,S
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966.0,134.5,C
321,0,3,"Dennis, Mr. Samuel",male,22.0,0,0,,7.25,S
322,0,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219.0,7.8958,S
326,1,1,"Young, Miss. Marie Grice",female,36.0,0,0,,135.6333,C
327,0,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364.0,6.2375,S
328,1,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551.0,13.0,S
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291.0,20.525,S
330,1,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361.0,57.9792,C
332,0,1,"Partner, Mr. Austen",male,45.5,0,0,113043.0,28.5,S
333,0,1,"Graham, Mr. George Edward",male,38.0,0,1,,153.4625,S
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764.0,18.0,S
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966.0,134.5,C
339,1,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598.0,8.05,S
342,1,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950.0,263.0,S
343,0,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740.0,13.0,S
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361.0,13.0,S
345,0,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236.0,13.0,S
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733.0,13.0,S
349,1,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,,15.9,S
351,0,3,"Odahl, Mr. Nils Martin",male,23.0,0,0,7267.0,9.225,S
354,0,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237.0,17.8,S
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783.0,9.5,S
357,1,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505.0,55.0,S
358,0,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671.0,13.0,S
363,0,3,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691.0,14.4542,C
364,0,3,"Asim, Mr. Adola",male,35.0,0,0,,7.05,S
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,,7.25,S
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813.0,75.25,C
370,1,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,,69.3,C
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267.0,6.4958,S
373,0,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951.0,8.05,S
374,0,1,"Ringhini, Mr. Sante",male,22.0,0,0,,135.6333,C
375,0,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909.0,21.075,S
377,1,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,,7.25,S
379,0,3,"Betros, Mr. Tannous",male,20.0,0,0,2648.0,4.0125,C
380,0,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069.0,7.775,S
381,1,1,"Bidois, Miss. Rosalie",female,42.0,0,0,,227.525,C
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653.0,15.7417,C
383,0,3,"Tikkanen, Mr. Juho",male,32.0,0,0,,7.925,S
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789.0,52.0,S
386,0,2,"Davies, Mr. Charles Henry",male,18.0,0,0,,73.5,S
387,0,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,,46.9,S
388,1,2,"Buss, Miss. Kate",female,36.0,0,0,27849.0,13.0,S
390,1,2,"Lehmann, Miss. Bertha",female,17.0,0,0,,12.0,C
391,1,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760.0,120.0,S
392,1,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034.0,7.7958,S
393,0,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277.0,7.925,S
394,1,1,"Newell, Miss. Marjorie",female,23.0,1,0,35273.0,113.275,C
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,,16.7,S
397,0,3,"Olsson, Miss. Elina",female,31.0,0,0,350407.0,7.8542,S
398,0,2,"McKane, Mr. Peter David",male,46.0,0,0,28403.0,26.0,S
399,0,2,"Pain, Dr. Alfred",male,23.0,0,0,244278.0,10.5,S
402,0,3,"Adams, Mr. John",male,26.0,0,0,341826.0,8.05,S
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,,15.85,S
405,0,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096.0,8.6625,S
406,0,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664.0,21.0,S
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064.0,7.75,S
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652.0,13.0,S
423,0,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082.0,7.875,S
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080.0,14.4,S
425,0,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129.0,20.2125,S
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655.0,26.0,S
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,,8.05,S
